VBELN,POSNR,BEZEI,BZIRK,CG_NAME,CITY_NAME,CUST_NAME,DISC_PERC,DISCOUNT,DRERZ,EDITION_NAME,FREE_COPY,GJAHR,GROSS_COPY,GROSS_VALUE,KDGRP,MANDT,MATNR,MONAT,NET_VALUE,ORD_DATE,PAID_COPY,PSTYV,PUB_NAME,PVA,RATE,ROUTE,SDIST_NAME,SGRP_NAME,SHIP_TO_PARTY,SOFF_NAME,SOLD_TO_PARTY,SPART,VGBEL,VKBUR,VKGRP,VKORG,VTWEG,ZCOO,ZLAO
132614733,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,TASKOLA(PAWTA),MAHIPAL SINGH,30,-331.2,DB,JAIPUR ZILA DEHLI ROAD,0,2020,276,1104,CU,100,DJDB200918,9,772.8,9/18/2020,276,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10000232,Jaipur,10000232,NE,1586,JAIP,CRU,JAIP,DA,0,0
132614734,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,LALANA PAWTA,MAHIPAL SINGH SHEKHAWAT,30,-222,DB,JAIPUR ZILA DEHLI ROAD,0,2020,185,740,CU,100,DJDB200918,9,518,9/18/2020,185,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10000233,Jaipur,10000233,NE,1587,JAIP,CRU,JAIP,DA,0,0
132614735,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,PAWTA,GIRIRAJ SHARMA,30,-864,DB,JAIPUR ZILA DEHLI ROAD,0,2020,720,2880,CU,100,DJDB200918,9,2016,9/18/2020,720,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10000234,Jaipur,10000234,NE,1588,JAIP,CRU,JAIP,DA,0,0
132614736,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,GOVERDHANPURA,SHEKHAWAT NEWS AGENCY,33,-1190.64,DB,JAIPUR ZILA DEHLI ROAD,0,2020,902,3608,CU,100,DJDB200918,9,2417.36,9/18/2020,902,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10000237,Jaipur,10000237,NE,1592,JAIP,CRU,JAIP,DA,0,0
132614737,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,PAWTA(MANJU KOT),RADHEY SHYAM YADAV,30,-350.4,DB,JAIPUR ZILA DEHLI ROAD,0,2020,292,1168,CU,100,DJDB200918,9,817.6,9/18/2020,292,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10000238,Jaipur,10000238,NE,1593,JAIP,CRU,JAIP,DA,0,0
132614738,10,AJITGARH TO NAYAN,JPR_ZL,Cir. Agent upcountry,AMARSAR,MOHAN LAL SAINI,30,-211.2,DB,JAIPUR ZILA DEHLI ROAD,0,2020,176,704,CU,100,DJDB200918,9,492.8,9/18/2020,176,JTAP,DAINIK BHASKAR,DJDB,4,JPAJNY,Jaipur Zila,Circulation Satelite,10000245,Jaipur,10000245,NE,1601,JAIP,CRU,JAIP,DA,0,0
132614739,10,BASSI TO JATWARA,DASSUA,Cir. Sub Agent,DAUSA 2,Siyaram Sharma,33,-528,DB,JAIPUR ZILA DEHLI ROAD,0,2020,400,1600,CS,100,DJDB200918,9,1072,9/18/2020,400,JTAP,DAINIK BHASKAR,DJDB,4,JPBSJT,DASUA,Circulation Satelite,10000313,Jaipur,10000180,NE,1456,JAIP,CRU,JAIP,DA,0,0
132614740,10,Jaipur to Shahpura,JPR_ZL,Cir. Sub Agent,CHANDVAJI,BADANKA NEWS AGENCY,33,-105.6,DB,JAIPUR ZILA DEHLI ROAD,0,2020,80,320,CS,100,DJDB200918,9,214.4,9/18/2020,80,JTAP,DAINIK BHASKAR,DJDB,4,JPSHPR,Jaipur Zila,Circulation Satelite,10000371,Jaipur,10000214,NE,1554,JAIP,CRU,JAIP,DA,0,0
132614741,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Sub Agent,ANTELA VILLAGE,KHYALIRAM YADEV(KHUSHI N/A),30,-156,DB,JAIPUR ZILA DEHLI ROAD,0,2020,130,520,CS,100,DJDB200918,9,364,9/18/2020,130,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10020156,Jaipur,10043104,NE,82623,JAIP,CRU,JAIP,DA,0,0
132614742,10,Jaipur to Shahpura,JPR_ZL,Cir. Sub Agent,BABDI,KHYALIRAM YADEV,30,-300,DB,JAIPUR ZILA DEHLI ROAD,0,2020,250,1000,CS,100,DJDB200918,9,700,9/18/2020,250,JTAP,DAINIK BHASKAR,DJDB,4,JPSHPR,Jaipur Zila,Circulation Satelite,10020159,Jaipur,10043104,NE,82624,JAIP,CRU,JAIP,DA,0,0
132614743,10,AJITGARH TO NAYAN,JPR_ZL,Cir. Sub Agent,NAYANHANATPURA(AJITGARH),GUPTA NEWS AGENCY,30,-270,DB,JAIPUR ZILA DEHLI ROAD,0,2020,225,900,CS,100,DJDB200918,9,630,9/18/2020,225,JTAP,DAINIK BHASKAR,DJDB,4,JPAJNY,Jaipur Zila,Circulation Satelite,10020242,Jaipur,10000219,NE,32882,JAIP,CRU,JAIP,DA,0,0
132614744,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Sub Agent,KALYANPURA(KOTPUTLI),CHOUDHARY BROTHRES,33,-141.24,DB,JAIPUR ZILA DEHLI ROAD,0,2020,107,428,CS,100,DJDB200918,9,286.76,9/18/2020,107,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10025415,Jaipur,10034072,NE,65421,JAIP,CRU,JAIP,DA,0,0
132614745,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Sub Agent,DANTIL,CHOUDHARY BROTHRES,33,-79.2,DB,JAIPUR ZILA DEHLI ROAD,0,2020,60,240,CS,100,DJDB200918,9,160.8,9/18/2020,60,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10025420,Jaipur,10034072,NE,66088,JAIP,CRU,JAIP,DA,0,0
132614746,10,Jaipur to Shahpura,JPR_ZL,Cir. Agent upcountry,BASNA,KAILASH NARAYAN YADAV,30,-216,DB,JAIPUR ZILA DEHLI ROAD,0,2020,180,720,CU,100,DJDB200918,9,504,9/18/2020,180,JTAP,DAINIK BHASKAR,DJDB,4,JPSHPR,Jaipur Zila,Circulation Satelite,10026557,Jaipur,10026557,NE,47519,JAIP,CRU,JAIP,DA,0,0
132614747,10,DAUSA SAITHAL TO NABHAWALA,DASSUA,Cir. Sub Agent,NIMLA(Nabhawala),Sharma News Agency,30,-162,DB,JAIPUR ZILA DEHLI ROAD,0,2020,135,540,CS,100,DJDB200918,9,378,9/18/2020,135,JTAP,DAINIK BHASKAR,DJDB,4,JPDSNW,DASUA,Circulation Satelite,10027880,Jaipur,10000188,NE,51260,JAIP,CRU,JAIP,DA,0,0
132614748,10,BASSI TO JATWARA,DASSUA,Cir. Sub Agent,Malarna Singwana,Raj News Agency,30,-180,DB,JAIPUR ZILA DEHLI ROAD,0,2020,150,600,CS,100,DJDB200918,9,420,9/18/2020,150,JTAP,DAINIK BHASKAR,DJDB,4,JPBSJT,DASUA,Circulation Satelite,10027882,Jaipur,10000206,NE,51262,JAIP,CRU,JAIP,DA,0,0
132614749,10,Jaipur to Shahpura,JPR_ZL,Cir. Agent upcountry,CHAPURA KALA KHUD,SHEKHAWAT NEWS AGENCY,30,-158.4,DB,JAIPUR ZILA DEHLI ROAD,0,2020,132,528,CU,100,DJDB200918,9,369.6,9/18/2020,132,JTAP,DAINIK BHASKAR,DJDB,4,JPSHPR,Jaipur Zila,Circulation Satelite,10029327,Jaipur,10029327,NE,54108,JAIP,CRU,JAIP,DA,0,0
132614750,10,SIKANDRA TO BASWA,DASSUA,Cir. Agent upcountry,DAUSA,ROHIT NEWS AGENCY,30,-36,DB,JAIPUR ZILA DEHLI ROAD,0,2020,30,120,CU,100,DJDB200918,9,84,9/18/2020,30,JTAP,DAINIK BHASKAR,DJDB,4,JPSKBS,DASUA,Circulation Satelite,10029523,Jaipur,10029523,NE,54529,JAIP,CRU,JAIP,DA,0,0
132614751,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,KOTPUTLI,CHOUDHARY BROTHRES,33,-5060.88,DB,JAIPUR ZILA DEHLI ROAD,0,2020,3834,15336,CU,100,DJDB200918,9,10275.12,9/18/2020,3834,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10034072,Jaipur,10034072,NE,65419,JAIP,CRU,JAIP,DA,0,0
132614752,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,SARUND,SHARMA NEWS AGENCY,30,-294,DB,JAIPUR ZILA DEHLI ROAD,0,2020,245,980,CU,100,DJDB200918,9,686,9/18/2020,245,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10034342,Jaipur,10034342,NE,65883,JAIP,CRU,JAIP,DA,0,0
132614753,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,NAREDA,ANNPURANA NEWS AGENCY,30,-277.2,DB,JAIPUR ZILA DEHLI ROAD,0,2020,231,924,CU,100,DJDB200918,9,646.8,9/18/2020,231,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10034343,Jaipur,10034343,NE,66026,JAIP,CRU,JAIP,DA,0,0
132614754,10,BASSI TO JATWARA,DASSUA,Cir. Agent upcountry,MALAJWAS,VINOD KUMAR SHARMA,30,-190.8,DB,JAIPUR ZILA DEHLI ROAD,0,2020,159,636,CU,100,DJDB200918,9,445.2,9/18/2020,159,JTAP,DAINIK BHASKAR,DJDB,4,JPBSJT,DASUA,Circulation Satelite,10043103,Jaipur,10043103,NE,82622,JAIP,CRU,JAIP,DA,0,0
132614755,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,ANTELA,KHYALIRAM YADEV(KHUSHI N/A),30,-684,DB,JAIPUR ZILA DEHLI ROAD,0,2020,570,2280,CU,100,DJDB200918,9,1596,9/18/2020,570,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10043104,Jaipur,10043104,NE,82625,JAIP,CRU,JAIP,DA,0,0
132614756,10,AJITGARH TO NAYAN,JPR_ZL,Cir. Agent upcountry,PITHALPUR,PURANMAL YADEV,30,-54,DB,JAIPUR ZILA DEHLI ROAD,0,2020,45,180,CU,100,DJDB200918,9,126,9/18/2020,45,JTAP,DAINIK BHASKAR,DJDB,4,JPAJNY,Jaipur Zila,Circulation Satelite,10046440,Jaipur,10046440,NE,91441,JAIP,CRU,JAIP,DA,0,0
132614757,10,BASSI TO JATWARA,DASSUA,Cir. Agent upcountry,BANIYANA,BANWARI LAL SHARMA(PANDAY N\A),30,-162,DB,JAIPUR ZILA DEHLI ROAD,0,2020,135,540,CU,100,DJDB200918,9,378,9/18/2020,135,JTAP,DAINIK BHASKAR,DJDB,4,JPBSJT,DASUA,Circulation Satelite,10047077,Jaipur,10047077,NE,94607,JAIP,CRU,JAIP,DA,0,0
132614758,10,SHAHPURA TO MED - AJEETGARH,JPR_ZL,Cir. Agent upcountry,SIKARPURA,GAJENDRA SINGH SHEKHAWAT(SHEKH,30,-129.6,DB,JAIPUR ZILA DEHLI ROAD,0,2020,108,432,CU,100,DJDB200918,9,302.4,9/18/2020,108,JTAP,DAINIK BHASKAR,DJDB,4,JPSHMD,Jaipur Zila,Circulation Satelite,10050511,Jaipur,10050511,NE,105080,JAIP,CRU,JAIP,DA,0,0
132614759,10,SHAHPURA TO MED - AJEETGARH,JPR_ZL,Cir. Agent upcountry,GOPIPURA,MOHANLAL SHARMA(ANNPURANA N\A),30,-62.4,DB,JAIPUR ZILA DEHLI ROAD,0,2020,52,208,CU,100,DJDB200918,9,145.6,9/18/2020,52,JTAP,DAINIK BHASKAR,DJDB,4,JPSHMD,Jaipur Zila,Circulation Satelite,10050512,Jaipur,10050512,NE,105081,JAIP,CRU,JAIP,DA,0,0
132614760,10,Jaipur to Shahpura,JPR_ZL,Cir. Agent upcountry,RAJPURWAS TALA,MANOJ KUMHAR(PRAJAPATI N/A),30,-184.8,DB,JAIPUR ZILA DEHLI ROAD,0,2020,154,616,CU,100,DJDB200918,9,431.2,9/18/2020,154,JTAP,DAINIK BHASKAR,DJDB,4,JPSHPR,Jaipur Zila,Circulation Satelite,10054652,Jaipur,10054652,NE,113818,JAIP,CRU,JAIP,DA,0,0
132614761,10,AJITGARH TO NAYAN,JPR_ZL,Cir. Agent upcountry,KISHORPUR TATERA,PAWAN KUMAR SAINI,30,-91.2,DB,JAIPUR ZILA DEHLI ROAD,0,2020,76,304,CU,100,DJDB200918,9,212.8,9/18/2020,76,JTAP,DAINIK BHASKAR,DJDB,4,JPAJNY,Jaipur Zila,Circulation Satelite,10058391,Jaipur,10058391,NE,121892,JAIP,CRU,JAIP,DA,0,0
132614762,10,BASSI TO JATWARA,DASSUA,Cir. Agent upcountry,TAHATDA,VINOD KUMAR GAUTAM,30,-156,DB,JAIPUR ZILA DEHLI ROAD,0,2020,130,520,CU,100,DJDB200918,9,364,9/18/2020,130,JTAP,DAINIK BHASKAR,DJDB,4,JPBSJT,DASUA,Circulation Satelite,10063682,Jaipur,10063682,NE,138804,JAIP,CRU,JAIP,DA,0,0
132614763,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,JODHPURA,SUSHIL KUMAR REGAR,30,-146.4,DB,JAIPUR ZILA DEHLI ROAD,0,2020,122,488,CU,100,DJDB200918,9,341.6,9/18/2020,122,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10068538,Jaipur,10068538,NE,169046,JAIP,CRU,JAIP,DA,0,0
132614764,10,Jaipur to Shahpura,JPR_ZL,Cir. Agent upcountry,SHAHPURA,SHIMBHU DAYAL SAINI,30,-553.2,DB,JAIPUR ZILA DEHLI ROAD,0,2020,461,1844,CU,100,DJDB200918,9,1290.8,9/18/2020,461,JTAP,DAINIK BHASKAR,DJDB,4,JPSHPR,Jaipur Zila,Circulation Satelite,10070066,Jaipur,10070066,NE,178978,JAIP,CRU,JAIP,DA,0,0
132614765,10,Jaipur to Shahpura,JPR_ZL,Cir. Agent upcountry,SHAHPURA,MANOJ KUMAR MEENA,30,-60,DB,JAIPUR ZILA DEHLI ROAD,0,2020,50,200,CU,100,DJDB200918,9,140,9/18/2020,50,JTAP,DAINIK BHASKAR,DJDB,4,JPSHPR,Jaipur Zila,Circulation Satelite,10073499,Jaipur,10073499,NE,216626,JAIP,CRU,JAIP,DA,0,0
132614766,10,Jaipur to Shahpura,JPR_ZL,Cir. Agent upcountry,SHAHPURA,ROHIT NEWS AGENCY,30,-762,DB,JAIPUR ZILA DEHLI ROAD,0,2020,635,2540,CU,100,DJDB200918,9,1778,9/18/2020,635,JTAP,DAINIK BHASKAR,DJDB,4,JPSHPR,Jaipur Zila,Circulation Satelite,10073504,Jaipur,10073504,NE,200277,JAIP,CRU,JAIP,DA,0,0
132614767,10,BASSI TO JATWARA,DASSUA,Cir. Agent upcountry,BAPI,BAJRANG NEWS AGENCY,30,-655.2,DB,JAIPUR ZILA DEHLI ROAD,0,2020,546,2184,CU,100,DJDB200918,9,1528.8,9/18/2020,546,JTAP,DAINIK BHASKAR,DJDB,4,JPBSJT,DASUA,Circulation Satelite,10074096,Jaipur,10074096,NE,205626,JAIP,CRU,JAIP,DA,0,0
132614768,10,AJITGARH TO NAYAN,JPR_ZL,Sub Agent to Main Ag,DIVRALA(PAWTA),DSA GIRIRAJ SHARMA,25,-130,DB,JAIPUR ZILA DEHLI ROAD,0,2020,130,520,SA,100,DJDB200918,9,390,9/18/2020,130,JTAP,DAINIK BHASKAR,DJDB,4,JPAJNY,Jaipur Zila,Circulation Satelite,10074254,Jaipur,10074254,NE,205274,JAIP,CRU,JAIP,DA,0,0
132614769,10,BASSI TO JATWARA,DASSUA,Cir. Agent upcountry,MAHANSARA KHURD,KALURAM MEENA,30,-246,DB,JAIPUR ZILA DEHLI ROAD,0,2020,205,820,CU,100,DJDB200918,9,574,9/18/2020,205,JTAP,DAINIK BHASKAR,DJDB,4,JPBSJT,DASUA,Circulation Satelite,10074842,Jaipur,10074842,NE,209439,JAIP,CRU,JAIP,DA,0,0
132614770,10,BASSI TO JATWARA,DASSUA,Cir. Agent upcountry,LAWAN,ARADHNA NEWS AGENCY,30,-186,DB,JAIPUR ZILA DEHLI ROAD,0,2020,155,620,CU,100,DJDB200918,9,434,9/18/2020,155,JTAP,DAINIK BHASKAR,DJDB,4,JPBSJT,DASUA,Circulation Satelite,10075025,Jaipur,10075025,NE,211531,JAIP,CRU,JAIP,DA,0,0
132614771,10,BASSI TO JATWARA,DASSUA,Cir. Agent upcountry,BHATERI,KRISHNA NEWS AGENCY,30,-32.4,DB,JAIPUR ZILA DEHLI ROAD,0,2020,27,108,CU,100,DJDB200918,9,75.6,9/18/2020,27,JTAP,DAINIK BHASKAR,DJDB,4,JPBSJT,DASUA,Circulation Satelite,10075028,Jaipur,10075028,NE,211534,JAIP,CRU,JAIP,DA,0,0
132614772,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,BHABRU,PANKAJ KUMAR KAUSHIK,30,-144,DB,JAIPUR ZILA DEHLI ROAD,0,2020,120,480,CU,100,DJDB200918,9,336,9/18/2020,120,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10075688,Jaipur,10075688,NE,215449,JAIP,CRU,JAIP,DA,0,0
132614773,10,JAIPUR TO KOTPUTLI,JPR_ZL,Cir. Agent upcountry,BABDI(PAWTA),GULAJHARI LAL YADAV,25,-446,DB,JAIPUR ZILA DEHLI ROAD,0,2020,446,1784,CU,100,DJDB200918,9,1338,9/18/2020,446,JTAP,DAINIK BHASKAR,DJDB,4,JPKTPT,Jaipur Zila,Circulation Satelite,10075697,Jaipur,10075697,NE,215306,JAIP,CRU,JAIP,DA,0,0
132614774,10,JAIPUR LOCAL,JPR_CT,Library/Store/Record,JAIPUR DB,LIBRARY/STORE/RECORD ROOM DB,0,0,DB,JAIPUR ZILA DEHLI ROAD,11,2020,11,0,13,100,DJDB200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJDB,0,JPLOCL,Jaipur City,Circulation Local,80000227,Jaipur,80000227,NE,16598,JAIP,CRL,JAIP,IH,0,0
132614775,10,JAIPUR LOCAL,JPR_CT,Advt./Billing,JAIPUR DB,ADVT./ BILLING DEPT. DB,0,0,DB,JAIPUR ZILA DEHLI ROAD,13,2020,13,0,14,100,DJDB200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJDB,0,JPLOCL,Jaipur City,Circulation Local,80000229,Jaipur,80000229,NE,16626,JAIP,CRL,JAIP,IH,0,0
132614776,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,SHASTRI NAGAR,1.33,-20295.8,DB,JAIPUR CITY,0,2020,15260,61040,CD,100,DJPR200918,9,40744.2,9/18/2020,15260,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014686,Jaipur,10014686,NE,13212,JAIP,CRL,JAIP,CA,0,0
132614777,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,SODALA,1.33,-39381.3,DB,JAIPUR CITY,0,2020,29610,118440,CD,100,DJPR200918,9,79058.7,9/18/2020,29610,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014687,Jaipur,10014687,NE,13213,JAIP,CRL,JAIP,CA,0,0
132614778,10,JAIPUR LOCAL,JPR_ZL,Cash Distribution Ct,JAIPUR,BAGRU,0,0,DB,JAIPUR CITY,50,2020,50,0,CD,100,DJPR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJPR,0,JPLOCL,Jaipur Zila,Circulation Local,10014688,Jaipur,10014688,NE,13214,JAIP,CRL,JAIP,CA,0,0
132614778,20,JAIPUR LOCAL,JPR_ZL,Cash Distribution Ct,JAIPUR,BAGRU,1.33,-461.51,DB,JAIPUR CITY,0,2020,347,1388,CD,100,DJPR200918,9,926.49,9/18/2020,347,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur Zila,Circulation Local,10014688,Jaipur,10014688,NE,13214,JAIP,CRL,JAIP,CA,0,0
132614779,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,SINDHI CAMP,1.33,-3311.7,DB,JAIPUR CITY,0,2020,2490,9960,CD,100,DJPR200918,9,6648.3,9/18/2020,2490,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014689,Jaipur,10014689,NE,13215,JAIP,CRL,JAIP,CA,0,0
132614780,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,GULAB BAGH,0,0,DB,JAIPUR CITY,50,2020,50,0,CD,100,DJPR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJPR,0,JPLOCL,Jaipur City,Circulation Local,10014690,Jaipur,10014690,NE,13216,JAIP,CRL,JAIP,CA,0,0
132614780,20,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,GULAB BAGH,1.33,-23607.5,DB,JAIPUR CITY,0,2020,17750,71000,CD,100,DJPR200918,9,47392.5,9/18/2020,17750,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014690,Jaipur,10014690,NE,13216,JAIP,CRL,JAIP,CA,0,0
132614781,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,T.P NAGAR,0,0,DB,JAIPUR CITY,140,2020,140,0,CD,100,DJPR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJPR,0,JPLOCL,Jaipur City,Circulation Local,10014691,Jaipur,10014691,NE,13217,JAIP,CRL,JAIP,CA,0,0
132614781,20,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,T.P NAGAR,1.33,-6290.9,DB,JAIPUR CITY,0,2020,4730,18920,CD,100,DJPR200918,9,12629.1,9/18/2020,4730,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014691,Jaipur,10014691,NE,13217,JAIP,CRL,JAIP,CA,0,0
132614782,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,KESARGARH,1.33,-16558.5,DB,JAIPUR CITY,0,2020,12450,49800,CD,100,DJPR200918,9,33241.5,9/18/2020,12450,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014692,Jaipur,10014692,NE,13218,JAIP,CRL,JAIP,CA,0,0
132614782,20,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,KESARGARH,0,0,DB,JAIPUR CITY,150,2020,150,0,CD,100,DJPR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJPR,0,JPLOCL,Jaipur City,Circulation Local,10014692,Jaipur,10014692,NE,13218,JAIP,CRL,JAIP,CA,0,0
132614783,10,JAIPUR LOCAL,JPR_ZL,Cash Distribution Ct,JAIPUR,BASSI KANOTA,1.33,-4089.75,DB,JAIPUR CITY,0,2020,3075,12300,CD,100,DJPR200918,9,8210.25,9/18/2020,3075,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur Zila,Circulation Local,10014693,Jaipur,10014693,NE,13219,JAIP,CRL,JAIP,CA,0,0
132614783,20,JAIPUR LOCAL,JPR_ZL,Cash Distribution Ct,JAIPUR,BASSI KANOTA,0,0,DB,JAIPUR CITY,140,2020,140,0,CD,100,DJPR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJPR,0,JPLOCL,Jaipur Zila,Circulation Local,10014693,Jaipur,10014693,NE,13219,JAIP,CRL,JAIP,CA,0,0
132614784,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,GOPALPURA,1.33,-23926.7,DB,JAIPUR CITY,0,2020,17990,71960,CD,100,DJPR200918,9,48033.3,9/18/2020,17990,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014694,Jaipur,10014694,NE,13221,JAIP,CRL,JAIP,CA,0,0
132614785,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,SANGANER,1.33,-26147.8,DB,JAIPUR CITY,0,2020,19660,78640,CD,100,DJPR200918,9,52492.2,9/18/2020,19660,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014695,Jaipur,10014695,NE,13222,JAIP,CRL,JAIP,CA,0,0
132614786,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,MANSAROVER,1.33,-15275.05,DB,JAIPUR CITY,0,2020,11485,45940,CD,100,DJPR200918,9,30664.95,9/18/2020,11485,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014696,Jaipur,10014696,NE,13223,JAIP,CRL,JAIP,CA,0,0
132614787,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,MALVIYA NAGAR,1.33,-13898.5,DB,JAIPUR CITY,0,2020,10450,41800,CD,100,DJPR200918,9,27901.5,9/18/2020,10450,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014697,Jaipur,10014697,NE,13224,JAIP,CRL,JAIP,CA,0,0
132614787,20,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,MALVIYA NAGAR,0,0,DB,JAIPUR CITY,50,2020,50,0,CD,100,DJPR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJPR,0,JPLOCL,Jaipur City,Circulation Local,10014697,Jaipur,10014697,NE,13224,JAIP,CRL,JAIP,CA,0,0
132614788,10,JAIPUR LOCAL,JPR_ZL,Cash Distribution Ct,JAIPUR,CHAKSU,1.33,-1064,DB,JAIPUR CITY,0,2020,800,3200,CD,100,DJPR200918,9,2136,9/18/2020,800,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur Zila,Circulation Local,10014698,Jaipur,10014698,NE,13225,JAIP,CRL,JAIP,CA,0,0
132614789,10,JAIPUR LOCAL,JPR_CT,Cash Distribution Ct,JAIPUR,SUBHASH CHOWK,1.33,-12761.35,DB,JAIPUR CITY,0,2020,9595,38380,CD,100,DJPR200918,9,25618.65,9/18/2020,9595,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur City,Circulation Local,10014699,Jaipur,10014699,NE,13226,JAIP,CRL,JAIP,CA,0,0
132614790,10,JAIPUR LOCAL,JPR_ZL,Cash Distribution Ct,JAIPUR,RAMGARH ANDHI,1.33,-412.3,DB,JAIPUR CITY,0,2020,310,1240,CD,100,DJPR200918,9,827.7,9/18/2020,310,JTAP,DAINIK BHASKAR,DJPR,4,JPLOCL,Jaipur Zila,Circulation Local,10014700,Jaipur,10014700,NE,13227,JAIP,CRL,JAIP,CA,0,0
